Date              	Ashokan East Storage	Ashokan East Elevation	Ashokan West Storage	Ashokan West Elevation	Ashokan Release	Schoharie Storage	Schoharie Elevation	Schoharie Release	Rondout Storage	Rondout Elevation	Rondout Release	Neversink Storage	Neversink Elevation	Neversink North Flow Release	Neversink South Flow Release	Neversink Conservation Flow Release	Pepacton Storage	Pepacton Elevation	Pepacton North Flow Release	PepactonSouth Flow Release	Pepacton Conservation Flow Release	Cannonsville Storage	Cannonsville Elevation	Cannonsville Release
02/11/2018	67.4	578.38	45.37	588.21	20	16.72	1122.12	318.9	47.07	835.56	9.68	32.88	32.88	0	70.8	0	121.02	1267.11	64.5	0.0	0	72.59	1133.19	113.2
02/10/2018	66.58	577.9	45.4	588.67	18	16.3	1120.93	317.1	46.95	835.38	9.69	32.9	32.9	0	70.8	0	120.3	1266.68	64.5	0.0	0	72.19	1132.89	112.5
02/09/2018	65.85	577.52	45.86	589.05	17	16.37	1121.13	352.1	47.03	835.49	9.71	32.84	32.84	0	70.8	0	120.37	1266.72	64.5	0.0	0	72.14	1132.85	114.5
02/08/2018	65.27	577.31	46.23	589.08	18	16.53	1121.19	389.4	46.99	835.44	9.7	32.79	32.79	0	70.8	0	120.74	1266.94	64.6	0.0	0	72.18	1132.88	111.4
02/07/2018	64.94	576.92	46.27	588.94	18	16.72	1121.70	392.5	46.99	835.44	9.71	32.76	32.76	0	70.7	0	120.97	1267.08	64.7	0.0	0	72.15	1132.86	111.6
02/06/2018	64.34	577.23	46.12	588.46	15	16.9	1122.26	362.5	47.11	835.62	9.71	32.74	32.74	0	70.7	0	121.08	1267.15	55.8	8.9	0	71.93	1132.69	113
02/05/2018	64.81	577.28	45.65	588.3	16	17.08	1122.90	278.6	47.3	835.91	9.74	32.68	32.68	0	70.7	0	121.3	1267.28	0	64.5	0	71.7	1132.52	115.5
02/04/2018	64.88	577.44	45.5	587.68	16	17.18	1123.95	280.5	47.49	836.19	9.74	32.65	32.65	0	70.6	0	121.5	1267.4	0	64.5	0	71.48	1132.34	115.6
02/03/2018	65.13	577.63	44.86	587.17	14	17.24	1124.11	280	47.61	836.37	9.73	32.56	32.56	0	70.6	0	121.67	1267.49	0	64.6	0	71.13	1132.09	114.3
02/02/2018	65.44	577.8	44.37	586.65	15	17.35	1124.45	362.8	47.77	836.6	9.74	32.53	32.53	0	70.6	0	121.81	1267.59	0	64.6	0	70.89	1131.91	117.3
02/01/2018	65.69	577.8	43.85	586.37	15	17.52	1124.27	392.8	47.73	836.55	9.76	32.66	32.66	0	70.7	0	122.03	1267.71	0	64.7	0	70.62	1131.71	115
01/31/2018	65.69	577.74	43.56	586.04	13	17.63	1124.57	393.9	47.61	836.38	9.67	32.75	32.75	0	70.7	0	122.1	1267.76	0	64.7	0	70.21	1131.39	113.5
01/30/2018	65.6	577.53	43.23	585.91	14	17.75	1124.92	396.9	47.77	836.61	9.66	32.98	32.98	0	70.8	0	121.73	1267.54	0	64.6	0	69.78	1131.07	115.4
01/29/2018	65.27	577.2	43.11	585.9	14	17.83	1125.16	396.2	47.93	836.85	9.68	33.15	33.15	0	70.8	0	121.53	1267.42	0	64.6	0	69.25	1130.67	112.9
01/28/2018	64.78	576.86	43.1	585.83	14	17.91	1125.43	397.6	48.01	836.97	9.72	33.31	33.31	0	70.9	0	120.98	1267.09	0	64.6	0	68.63	1130.20	113.4
01/27/2018	64.25	576.51	43.03	585.69	14	17.96	1125.54	396.1	48.31	837.41	9.72	33.43	33.43	0	70.9	0	120.39	1266.73	0	64.5	0	67.87	1129.61	116.2
01/26/2018	63.71	576.19	42.89	585.43	13	17.97	1125.52	396.6	48.54	837.76	9.72	33.54	33.54	0	71	0	119.72	1266.34	0	64.6	0	67.08	1128.99	112.9
01/25/2018	63.22	575.95	42.63	584.9	13	18.03	1125.71	399.2	48.43	837.59	9.72	33.64	33.64	0	71	0	119.29	1266.07	51.3	0.6	0	66.19	1128.29	98.3
01/24/2018	62.84	575.79	42.09	583.89	16	18.24	1124.58	404.3	48.32	837.43	9.72	33.69	33.69	39	0.1	0.1	118.61	1265.66	52	0.0	0	65.05	1127.40	97.6
01/23/2018	62.6	575.89	41.17	581.3	16	18.58	1125.46	400.1	47.95	836.86	9.67	33.56	33.56	39.1	0	0	117.78	1265.16	52.4	0.0	0	63.35	1126.06	97.2
01/22/2018	62.74	576.07	38.77	580.4	14	17.36	1122.06	393.6	47.01	835.48	9.66	32.48	32.48	39.2	0	0	115.79	1263.97	51.5	0.0	0	60.38	1123.70	98
01/21/2018	63.03	576.34	37.93	579.59	13	17.42	1122.25	394.2	47.19	835.75	9.68	32.34	32.34	39.1	0	0	115.64	1263.87	51.5	0.0	0	59.8	1123.20	98.2
01/20/2018	63.44	576.69	37.2	578.8	14	17.52	1122.48	395.3	47.63	836.4	9.68	32.21	32.21	39.1	0	0	115.52	1263.8	51.5	0.0	0	59.36	1122.84	99.2
01/19/2018	63.98	576.63	36.51	578.68	14	17.59	1122.62	375.4	47.66	836.44	9.7	32.09	32.09	38.2	0	0	115.35	1263.7	50.3	0.0	0	58.86	1122.43	95.8
01/18/2018	63.88	576.58	36.4	578.55	13	17.67	1123.09	287	47.8	836.65	9.72	31.96	31.96	36	0	0	115.29	1263.66	48	0.0	0	58.35	1122.01	89.1
01/17/2018	63.83	576.53	36.3	578.55	13	17.66	1123.39	98.4	47.93	836.83	9.72	31.83	31.83	36.1	0	0	115.17	1263.59	48	0.0	0	57.82	1121.59	88.9
01/16/2018	63.73	576.39	36.3	578.55	13	17.37	1123.80	0	48.07	837.05	9.73	31.67	31.67	36.2	0	0	115.02	1263.5	48	0.0	0	57.12	1121.01	88.6
01/15/2018	63.52	575.87	36.3	579.03	13	16.85	1124.10	0	48.12	837.13	9.72	31.45	31.45	36.2	0	0	114.61	1263.25	48	0.0	0	56.17	1120.23	88.2
01/14/2018	62.71	575.26	36.72	579.23	8	16.32	1122.57	1.5	48.15	837.17	9.75	31.23	31.23	36.1	0	0	114.03	1262.9	48.4	0.0	0	55.24	1119.44	87.8
01/13/2018	61.78	574.58	36.86	575.02	12	15.63	1120.35	67.8	48.12	837.13	9.74	30.93	30.93	36.1	0	0	113.23	1262.4	48.3	0.0	0	54.08	1118.45	88.9
01/12/2018	60.76	573.98	33.21	574.36	12	13.54	1111.98	300	47.76	836.59	9.67	29.91	29.91	36.2	0	0	111.33	1261.2	48	0.0	0	51.82	1116.52	88
01/11/2018	59.89	573.98	32.67	573.78	12	11.54	1105.27	285.2	47.13	835.66	9.68	27.63	27.63	36.1	0	0	109.01	1259.77	47.9	0.0	0	49.73	1114.70	87.9
01/10/2018	59.91	573.97	32.2	573.47	12	11.66	1105.71	277.3	47.32	835.94	9.71	27.56	27.56	36.1	0	0	109.2	1259.88	47.9	0.0	0	49.55	1114.53	87.9
01/09/2018	59.89	573.97	31.95	573.05	12	11.87	1106.21	272.5	47.52	836.24	9.71	27.55	27.55	36.1	0	0	109.54	1260.09	47.4	0.0	0	49.43	1114.44	87.8
01/08/2018	59.91	573.97	31.61	572.78	11	12.06	1106.67	226.7	47.79	836.63	9.73	27.53	27.53	36	0	0	109.82	1260.27	47.4	0.0	0	49.32	1114.35	117
01/07/2018	59.89	573.96	31.37	573.09	10	12.23	1107.59	190.5	47.99	836.94	9.76	27.5	27.5	35.9	0	0	110.06	1260.43	47.5	0.0	0	49.26	1114.28	175.2
01/06/2018	59.89	573.98	31.64	573.46	10	12.35	1107.96	191.9	48.12	837.13	9.75	27.69	27.69	35.9	0	0	110.26	1260.54	47.5	0.0	0	49.26	1114.28	179.4
01/05/2018	59.88	573.99	31.94	573.85	11	12.48	1108.38	193	48.17	837.21	9.74	27.99	27.99	36	0	0	110.45	1260.66	47.5	0.0	0	49.26	1114.28	116.2
01/04/2018	59.9	573.97	32.22	574.07	11	12.61	1108.77	194.5	48.16	837.2	9.72	28.3	28.3	36	0	0	110.59	1260.75	47.5	0.0	0	49.21	1114.22	111.2
01/03/2018	59.89	573.97	32.44	574.24	95	12.71	1109.14	195.3	48.17	837.21	9.74	28.62	28.62	36	0	0	110.7	1260.82	47.5	0.0	0	49.07	1114.11	87.5
01/02/2018	59.89	573.99	32.57	574.29	10	12.81	1109.46	189.1	48.17	837.2	9.76	28.92	28.92	36.1	0	0	111.01	1261.01	47.6	0.0	0	48.95	1114.00	87.4
01/01/2018	59.94	574	32.67	574.33	10	13.1	1110.44	176	48.26	837.34	9.74	29.64	29.64	35.7	0	0	111.39	1261.24	47.6	0.0	0	48.8	1113.87	87.5
